paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,normalized_title,dedup_key_doi,dedup_key_title_year,duplicate_resolution_basis,master_screening_bucket,non_target_flag,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,needs_manual_journal_check,relevance_score,extractability_score,journal_quality_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,exclude_reason,priority_rationale,final_priority_label,priority_rank
paper_0004,"Kinetics of the steam reforming of methane with iron, nickel, and iron-nickel alloys as catalysts",Petra Münster,1981.0,Journal of Catalysis,10.1016/0021-9517(81)90010-5,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetics of the steam reforming of methane with iron nickel and iron nickel alloys as catalysts,10.1016/0021-9517(81)90010-5,kinetics of the steam reforming of methane with iron nickel and iron nickel alloys as catalysts::1981.0,,candidate,no,2025.0,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,29
paper_0003,Evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel/alumina catalysts,J.R.H. Ross,1978.0,Journal of Catalysis,10.1016/0021-9517(78)90142-2,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel alumina catalysts,10.1016/0021-9517(78)90142-2,evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel alumina catalysts::1978.0,,candidate,no,2025.0,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,30
paper_0145,"Syngas production by methane oxy-steam reforming on Me/CeO2 (Me = Rh, Pt, Ni) catalyst lined on cordierite monoliths",Antonio Vita,2014.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2014.07.028,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,syngas production by methane oxy steam reforming on me ceo2 me rh pt ni catalyst lined on cordierite monoliths,10.1016/j.apcatb.2014.07.028,syngas production by methane oxy steam reforming on me ceo2 me rh pt ni catalyst lined on cordierite monoliths::2014.0,,candidate,no,2025.0,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no,65,50,100,79.5,no,no,no,,期刊IF>=10，最高优先,low_priority,31
paper_0090,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study,Gurutze Arzamendi,2009.0,Chemical Engineering Journal,10.1016/j.cej.2009.01.035,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming in a microchannel reactor for gtl intensification a computational fluid dynamics simulation study,10.1016/j.cej.2009.01.035,methane steam reforming in a microchannel reactor for gtl intensification a computational fluid dynamics simulation study::2009.0,,candidate,no,2025.0,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no,65,50,100,79.5,no,no,no,,期刊IF>=10，最高优先,low_priority,32
paper_0085,Olivine catalysts for methane- and tar-steam reforming,John N. Kuhn,2008.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2007.11.040,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,olivine catalysts for methane and tar steam reforming,10.1016/j.apcatb.2007.11.040,olivine catalysts for methane and tar steam reforming::2008.0,,candidate,no,2025.0,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no,65,50,100,79.5,no,no,no,,期刊IF>=10，最高优先,low_priority,33
paper_0043,Catalytic steam reforming of methane over Ce0.9Gd0.1O2−,E. Ramı́rez-Cabrera,2003.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2003.08.008,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic steam reforming of methane over ce0 9gd0 1o2,10.1016/j.apcatb.2003.08.008,catalytic steam reforming of methane over ce0 9gd0 1o2::2003.0,,candidate,no,2025.0,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no,65,50,100,79.5,no,no,no,,期刊IF>=10，最高优先,low_priority,34
paper_0168,Low temperature steam reforming of methane using metal oxide promoted Ni-Ce0.8Zr0.2O2 catalysts in a compact reformer,Hak-Min Kim,2017.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.11.058,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,low temperature steam reforming of methane using metal oxide promoted ni ce0 8zr0 2o2 catalysts in a compact reformer,10.1016/j.ijhydene.2017.11.058,low temperature steam reforming of methane using metal oxide promoted ni ce0 8zr0 2o2 catalysts in a compact reformer::2017.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,70,85,79.0,no,yes,no,,期刊IF>=6，高优先；更可能包含条件字段,low_priority,35
paper_0125,Thermodynamic and experimental study of combined dry and steam reforming of methane on Ru/ ZrO2-La2O3 catalyst at low temperature,M.A. Soria,2011.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.08.117,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,thermodynamic and experimental study of combined dry and steam reforming of methane on ru zro2 la2o3 catalyst at low temperature,10.1016/j.ijhydene.2011.08.117,thermodynamic and experimental study of combined dry and steam reforming of methane on ru zro2 la2o3 catalyst at low temperature::2011.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,70,85,79.0,no,yes,no,,期刊IF>=6，高优先；更可能包含条件字段,low_priority,36
paper_0049,Methane steam reforming over Ce–ZrO2-supported noble metal catalysts at low temperature,Katsuki Kusakabe,2004.0,Fuel Processing Technology,10.1016/j.fuproc.2004.05.003,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,methane steam reforming over ce zro2 supported noble metal catalysts at low temperature,10.1016/j.fuproc.2004.05.003,methane steam reforming over ce zro2 supported noble metal catalysts at low temperature::2004.0,,candidate,no,2025.0,7.7,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel-processing-technology,no,75,70,85,79.0,no,yes,no,,期刊IF>=6，高优先；更可能包含条件字段,low_priority,37
paper_0135,Low temperature hydrogen production by catalytic steam reforming of methane in an electric field,Kazumasa Oshima,2013.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.12.069,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,low temperature hydrogen production by catalytic steam reforming of methane in an electric field,10.1016/j.ijhydene.2012.12.069,low temperature hydrogen production by catalytic steam reforming of methane in an electric field::2013.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,65,85,85,79.0,no,yes,yes,,期刊IF>=6，高优先；更可能包含条件字段；更可能包含性能字段,low_priority,38
paper_0005,On the nature of carbon in Ni/$alpha;-Al2O3 catalyst deactivated by the methane-steam reforming reaction,DEDEKEN,1981.0,Journal of Catalysis,10.1016/0021-9517(81)90332-8,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,on the nature of carbon in ni alpha al2o3 catalyst deactivated by the methane steam reforming reaction,10.1016/0021-9517(81)90332-8,on the nature of carbon in ni alpha al2o3 catalyst deactivated by the methane steam reforming reaction::1981.0,,candidate,no,2025.0,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no,85,50,85,78.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,39
paper_0203,Hydrogen-Rich Syngas Production via Dry and Steam Reforming of Methane in Simulated Producer Gas over ZSM-5-Supported Trimetallic Catalysts,John T. Iminabo,2023.0,Energies,10.3390/en16227518,"This study investigated the production of hydrogen-rich syngas from renewable sources using durable and efficient catalysts. Specifically, the research focused on steam methane reforming (SRM) and dry methane reforming (DRM) of simulated producer gas from biomass steam gasification in a fluidized bed reactor. The catalysts tested are ZSM-5-supported nickel-iron-cobalt-based trimetallic catalysts in different ratios, which were prepared via the wet impregnation method. Synthesized catalysts were characterized using XRD, BET, H2-TPR, and SEM techniques. The results of the SRM with the simulated producer gas showed that the 20%Ni-20%Fe-10%Co/ZSM-5 trimetallic catalyst, at a gas hourly space velocity (GHSV) of 12 L·h−1·g−1 and reaction temperature of 800 °C, achieved the highest CH4 conversion (74.8%) and highest H2 yield (65.59%) with CO2 conversion (36.05%). Comparing the performance of the SRM and DRM of the simulated producer gas with the 20%Ni-20%Fe-10%Co/ZSM5 at a GHSV of 36 L·h−1·g−1 and 800 °C, they achieved a CH4 conversion of 67.18% and 64.43%, a CO2 conversion of 43.01% and 52.1%, and a H2 yield of 55.49% and 42.02%, respectively. This trimetallic catalyst demonstrated effective inhibition of carbon formation and sintering, with only 2.6 wt.% carbon deposition observed from the thermo-gravimetric analysis of the used catalyst from the SRM of the simulated producer gas, thus promoting the potential of the ZSM-5-supported trimetallic catalysts in methane reforming.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen rich syngas production via dry and steam reforming of methane in simulated producer gas over zsm 5 supported trimetallic catalysts,10.3390/en16227518,hydrogen rich syngas production via dry and steam reforming of methane in simulated producer gas over zsm 5 supported trimetallic catalysts::2023.0,,candidate,no,2024.0,3.2,,manual_lookup,Official MDPI journal metrics page surfaced via search on 2026-04-27; Impact Factor 3.2 in 2024; category quartiles are category-specific and not collapsed here; https://www.mdpi.com/journal/energies,no,95,100,55,76.0,yes,yes,yes,,期刊IF介于3和6之间，中等优先；存在Ni-based信号；更可能包含条件字段；更可能包含性能字段,low_priority,40
paper_0179,Hydrogen Production via Low-Temperature Steam–Methane Reforming Using Ni–CeO<sub>2</sub>–Al<sub>2</sub>O<sub>3</sub> Hybrid Nanoparticle Clusters as Catalysts,Guan-Hung Lai,2019.0,ACS Applied Energy Materials,10.1021/acsaem.9b01444,"The hybrid nanostructures, Ni-only and Ni–CeO2 nanoparticles decorated on Al2O3 nanoparticle clusters (Ni–Al2O3 NPC and Ni–CeO2–Al2O3 NPC, respectively), were successfully synthesized as catalysts for steam reforming of methane (SRM). A substantial amount of metal–support interface was created in the hybrid nanostructure via aerosol-based evaporation-induced self-assembly, by which ultrafine Ni crystallites (≈6 nm) and tunable chemical composition achieved simultaneously. Addition of Al2O3 NPC increased metal surface area and also suppressed Ni sintering in the hybrid nanostructure during catalysis. Hybridization with CeO2 nanoparticles significantly improved catalytic activity and stability of the Ni-based catalyst, especially in the absence of Al2O3 NPC, and the amount of coke formation was shown to be effectively suppressed by >3×. A superior high catalytic performance of the hybrid nanostructures achieved: a low starting temperature (400 °C), remarkable activity at low temperature (turnover frequencies of methane conversion of 0.8 s–1 at 500 °C), ideal H2 yield (≈3× of the converted methane), and high operation stability over 8 h reaction. The work demonstrates a prototype study of gas-phase synthesis of hybrid nanocatalysts using Al2O3 NPC as the support matrix to achieve a very high activity at a low-temperature operation of SRM, which has shown promise for an advance of methane-based energy applications.",openalex,no,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen production via low temperature steam methane reforming using ni ceo sub 2 sub al sub 2 sub o sub 3 sub hybrid nanoparticle clusters as catalysts,10.1021/acsaem.9b01444,hydrogen production via low temperature steam methane reforming using ni ceo sub 2 sub al sub 2 sub o sub 3 sub hybrid nanoparticle clusters as catalysts::2019.0,,candidate,no,2025.0,5.6,,manual_lookup,Official ACS journal about page surfaced via search on 2026-04-27; https://pubs.acs.org/page/aaemcq/about.html,no,95,100,55,76.0,yes,yes,yes,,期刊IF介于3和6之间，中等优先；存在Ni-based信号；更可能包含条件字段；更可能包含性能字段,low_priority,41
paper_0138,Ni-Based Catalysts for Low Temperature Methane Steam Reforming: Recent Results on Ni-Au and Comparison with Other Bi-Metallic Systems,Hongjing Wu,2013.0,Catalysts,10.3390/catal3020563,"Steam reforming of light hydrocarbons provides a promising method for hydrogen production. Ni-based catalysts are so far the best and the most commonly used catalysts for steam reforming because of their acceptably high activity and significantly lower cost in comparison with alternative precious metal-based catalysts. However, nickel catalysts are susceptible to deactivation from the deposition of carbon, even when operating at steam-to-carbon ratios predicted to be thermodynamically outside of the carbon-forming regime. Reactivity and deactivation by carbon formation can be tuned by modifying Ni surfaces with a second metal, such as Au through alloy formation. In the present review, we summarize the very recent progress in the design, synthesis, and characterization of supported bimetallic Ni-based catalysts for steam reforming. The progress in the modification of Ni with noble metals (such as Au and Ag) is discussed in terms of preparation, characterization and pretreatment methods. Moreover, the comparison with the effects of other metals (such as Sn, Cu, Co, Mo, Fe, Gd and B) is addressed. The differences of catalytic activity, thermal stability and carbon species between bimetallic and monometallic Ni-based catalysts are also briefly shown.",openalex,yes,yes,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,ni based catalysts for low temperature methane steam reforming recent results on ni au and comparison with other bi metallic systems,10.3390/catal3020563,ni based catalysts for low temperature methane steam reforming recent results on ni au and comparison with other bi metallic systems::2013.0,,candidate,no,2024.0,4.0,Q2,manual_lookup,Official MDPI journal metrics page surfaced via search on 2026-04-27; Impact Factor 4.0 in 2024; Q2 in Chemistry Physical; https://www.mdpi.com/journal/catalysts,no,95,100,55,76.0,yes,yes,yes,,期刊IF介于3和6之间，中等优先；存在Ni-based信号；更可能包含条件字段；更可能包含性能字段,low_priority,42
paper_0079,"A novel catalyst with plate-type anodic alumina supports, Ni/NiAl2O4/γ-Al2O3/alloy, for steam reforming of methane",Lu Zhou,2008.0,Applied Catalysis A General,10.1016/j.apcata.2008.06.007,"A series of plate-type metal-monolithic anodic alumina supported nickel catalysts were employed to investigate their reactivity in the steam reforming of methane reactions. After H2 reduction, a fresh 4.7 wt% Ni/γ-Al2O3/alloy catalyst provided only a short-term activity, and then deactivated quickly. By the temperature programmed reaction technologies, the oxidation of surface sintered metallic Ni particles in the SRM test was suggested to be the main reason for the catalyst deactivation. As a result, a 17.9 wt% Ni/NiAl2O4/γ-Al2O3/alloy catalyst with an interfacial NiAl2O4 layer was synthesized, which showed excellent SRM reactivity at 700 °C and this was believed to be resulted from the existence of interfacial NiAl2O4 layer which anchored the top metallic nickel particles and effectively suppressed catalyst sintering. Moreover, no unfavorable effect was evidenced over the SRM reactivity of anodic Ni catalysts when applying the electrically heated pattern. Nevertheless, for the industrialization of anodic nickel catalysts, some efforts should be made to alleviate the deterioration of anodic supports and the catalysts sintering under the SRM reactions.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,a novel catalyst with plate type anodic alumina supports ni nial2o4 al2o3 alloy for steam reforming of methane,10.1016/j.apcata.2008.06.007,a novel catalyst with plate type anodic alumina supports ni nial2o4 al2o3 alloy for steam reforming of methane::2008.0,,candidate,no,2025.0,4.8,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-a-general,no,95,100,55,76.0,yes,yes,yes,,期刊IF介于3和6之间，中等优先；存在Ni-based信号；更可能包含条件字段；更可能包含性能字段,low_priority,43
paper_0210,"Synthesis, characterization, and application of bio-templated Ni–Ce/Al2O3 catalyst for clean H2 production in the steam reforming of methane process",Hadiseh Khosravani,2023.0,Journal of the Energy Institute,10.1016/j.joei.2023.101203,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,synthesis characterization and application of bio templated ni ce al2o3 catalyst for clean h2 production in the steam reforming of methane process,10.1016/j.joei.2023.101203,synthesis characterization and application of bio templated ni ce al2o3 catalyst for clean h2 production in the steam reforming of methane process::2023.0,,candidate,no,2025.0,6.2,,manual_lookup,Official Elsevier journal page surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-the-energy-institute,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,44
paper_0197,A two step Microwave-assisted coke resistant mesoporous Ni-Co catalyst for methane steam reforming,Etminan,2022.0,Fuel,10.1016/j.fuel.2021.122411,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,a two step microwave assisted coke resistant mesoporous ni co catalyst for methane steam reforming,10.1016/j.fuel.2021.122411,a two step microwave assisted coke resistant mesoporous ni co catalyst for methane steam reforming::2022.0,,candidate,no,2025.0,7.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,45
paper_0201,"Synthesis, application, and characteristics of mesoporous alumina as a support of promoted Ni-Co bimetallic catalysts in steam reforming of methane",Sara Zolghadri,2022.0,Fuel,10.1016/j.fuel.2022.127005,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,synthesis application and characteristics of mesoporous alumina as a support of promoted ni co bimetallic catalysts in steam reforming of methane,10.1016/j.fuel.2022.127005,synthesis application and characteristics of mesoporous alumina as a support of promoted ni co bimetallic catalysts in steam reforming of methane::2022.0,,candidate,no,2025.0,7.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,46
paper_0192,Syngas production via combined dry and steam reforming of methane over Ni-Ce/ZSM-5 catalyst,Ningbo Gao,2020.0,Fuel,10.1016/j.fuel.2020.117702,,crossref;openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,syngas production via combined dry and steam reforming of methane over ni ce zsm 5 catalyst,10.1016/j.fuel.2020.117702,syngas production via combined dry and steam reforming of methane over ni ce zsm 5 catalyst::2020.0,,candidate,no,2025.0,7.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/fuel,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,47
paper_0181,Influence of the preparation method in the metal-support interaction and reducibility of Ni-Mg-Al based catalysts for methane steam reforming,Lola Azancot,2019.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.05.167,,openalex,yes,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,influence of the preparation method in the metal support interaction and reducibility of ni mg al based catalysts for methane steam reforming,10.1016/j.ijhydene.2019.05.167,influence of the preparation method in the metal support interaction and reducibility of ni mg al based catalysts for methane steam reforming::2019.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,48
paper_0182,La-doped supported Ni catalysts for steam reforming of methane,Meriem Boudjeloud,2019.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.01.140,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,la doped supported ni catalysts for steam reforming of methane,10.1016/j.ijhydene.2019.01.140,la doped supported ni catalysts for steam reforming of methane::2019.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,49
paper_0165,Catalytic properties of a pure Ni coil catalyst for methane steam reforming,Hirano,2017.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.10.135,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic properties of a pure ni coil catalyst for methane steam reforming,10.1016/j.ijhydene.2017.10.135,catalytic properties of a pure ni coil catalyst for methane steam reforming::2017.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,50,85,75.0,no,no,no,,期刊IF>=6，高优先,low_priority,50
